discovery_run,source,query,query_translation,retrieved_at_utc,pmc_uid,pmcid,pmid,doi,title,pubdate,existing_48_candidate,automated_scope_flag
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13367460,PMC13367460,,10.2147/oaem.s616665,"Clinical Characteristics, Complications, and Outcomes of Heat Stroke Among Pilgrims During the Hajj Mass Gathering: A Prospective Cohort Study.",2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13366646,PMC13366646,,10.1080/0886022x.2026.2697379,Impact of dual antiplatelet therapy duration after percutaneous coronary intervention on outcomes in acute coronary syndrome patients with and without chronic kidney disease: a nationwide cohort study.,2026 Dec,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13367251,PMC13367251,,10.1093/ehjcvp/pvag031,Effectiveness and safety of sodium-glucose cotransporter-2 inhibitor initiation in sacubitril-valsartan users with heart failure: a population-based cohort study.,2026 Jul 14,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13362897,PMC13362897,,10.3390/jcm15135302,"Prevalence, Predictors, and Clinical Outcomes of Cervical Arterial Dissection in Patients with Spontaneous Coronary Artery Dissection: A Multicenter Retrospective Cohort Study.",2026 Jul 7,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13363621,PMC13363621,,10.3390/jcm15135291,Clinical Predictors and Recovery Patterns of Visual Impairment as a Post-Stroke Complication: A Retrospective Single-Center Cohort Study from a Romanian Comprehensive Stroke Unit.,2026 Jul 7,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13363480,PMC13363480,,10.3390/jcm15135275,Predictors of Non-Cardiovascular Readmissions in Multimorbid Adults with Heart Failure in Australian Hospitals: A Retrospective Cohort Study.,2026 Jul 6,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13361964,PMC13361964,,10.3390/healthcare14131932,"Frailty Index and Risk of Ischemic Stroke in China: Evidence from a Cohort Study, Disease Burden Analysis, and Mendelian Randomization.",2026 Jul 1,no,exclude_title:genetic_or_omics
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13360137,PMC13360137,,10.3390/diagnostics16132113,Renal Function and Serum Neurofilament Light Chain in Acute Ischemic Stroke: An Observational Cohort Study.,2026 Jul 6,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13357993,PMC13357993,,10.1002/fsn3.72109,Association of Pro-Inflammatory Diets With Increased Risk of Metabolic Dysfunction-Associated Steatohepatitis: Evidence From a Prospective Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13361515,PMC13361515,,10.2147/ijwh.s614197,Metabolic Syndrome Predicts Chemotherapy Resistance and Poor Prognosis in Epithelial Ovarian Cancer: A Retrospective Observational Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13360819,PMC13360819,,10.2147/jhc.s611091,Correlation of Insulin and/or Insulin Secretagogues with the Risk of Hepatocellular Carcinoma and All-Cause Mortality Among Patients with Chronic Hepatitis B and Type 2 Diabetes Mellitus: A Retrospective Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13357043,PMC13357043,,10.2147/jmdh.s590099,Long-Term Clinical Outcomes and Cost-Effectiveness of Bariatric Surgery for Type 2 Diabetes in Malaysia: A 10-Year Retrospective Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13362927,PMC13362927,,10.1097/md.0000000000049742,Rapid progression of cardiovascular-kidney-metabolic syndrome drives accelerated frailty trajectories: A longitudinal cohort study.,2026 Jul 10,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13362851,PMC13362851,,10.1097/md.0000000000049695,Efficacy and safety of apixaban versus warfarin in new-onset atrial fibrillation post coronary artery bypass grafting: A retrospective cohort study.,2026 Jul 10,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13360508,PMC13360508,,10.1080/07853890.2026.2698905,Multiple machine learning models for predicting major adverse cardiovascular events in dialysis with clinical and echocardiographic parameters: a retrospective cohort study.,2026 Dec,no,exclude_title:prediction_or_ml
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13356836,PMC13356836,,10.2147/ijwh.s615707,Association of Maternal Hyperlipidemia Combined with Gestational Diabetes Mellitus with Adverse Maternal and Neonatal Outcomes: A Retrospective Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13355561,PMC13355561,,10.1016/j.ijcha.2026.101964,The PAFIS score for risk stratification of atrial fibrillation detected after stroke: a multicenter cohort study.,2026 Aug,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13355640,PMC13355640,,10.2147/dmso.s624979,Association Between Low-Dose Aspirin Use and Early Renal Injury Biomarkers in Patients with Type 2 Diabetes Mellitus: A Retrospective Matched Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13355283,PMC13355283,,10.2340/jrm.v58.45663,Subtype-specific optimal cut-off values of the Berg Balance Scale for predicting independent walking in inpatient stroke rehabilitation: a multicentre cohort study.,2026 Jul 8,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13351449,PMC13351449,,10.1016/j.isci.2026.116526,Association of joint exposure to PM2.5 and extreme heat with cardiovascular disease: A population-based cohort study in Northwest China.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13352028,PMC13352028,,10.1016/j.eclinm.2026.104043,Cardiovascular risk associated with intellectual disability among adults with type 2 diabetes: a nationwide cohort study in South Korea.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13351598,PMC13351598,,10.7189/jogh.16.04212,Association between high maternal haemoglobin levels in the first trimester and gestational diabetes mellitus: a prospective birth cohort study.,2026 Jul 10,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13351211,PMC13351211,,10.1177/00368504261466110,Association between dietary index for gut microbiota and all-cause and cardiovascular disease mortality in patients with gout and hyperuricemia: A prospective cohort study.,2026 Jul-Sep,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13352046,PMC13352046,,10.1016/j.jnha.2026.100918,"Corrigendum to ""Association of serum 25-hydroxyvitamin D with the risk of depression in individuals with prediabetes and diabetes: A prospective cohort study"" [J Nutr Health Aging, 29 (2025) 100556].",2026 Jul 1,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13346412,PMC13346412,,10.1007/s40200-026-02002-6,Association between SARS-CoV-2 and diabetes: A population-based cohort study using the UK CPRD GOLD database.,2026 Dec,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13349322,PMC13349322,,10.2196/80377,Quantifying the Predictive Power of Social Determinants of Health in Cardiovascular Disease and Type 2 Diabetes Progression Using XGBoost: Retrospective Cohort Study.,2026 Jul 9,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13349133,PMC13349133,,10.1371/journal.pone.0353160,Metabolic risk and metabolic dysfunction-associated steatotic liver disease and steatohepatitis in cognitive decline: A retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13349111,PMC13349111,,10.1002/ueg2.70255,Rising Burden and Clinical Impact of Metabolic Syndrome in Inflammatory Bowel Disease: A Real-World Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13347318,PMC13347318,,10.1002/brb3.71578,The Prognostic Role of C-Reactive Protein-Triglyceride Glucose Index in Predicting Unfavorable Outcomes in Acute Ischemic Stroke: A Large-Scale Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13344933,PMC13344933,,10.2196/86651,App-Based Digital Therapeutics Integrating Continuous Glucose Monitoring for Glycemic Control in Type 2 Diabetes: Prospective Observational Cohort Study.,2026 Jul 8,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13345235,PMC13345235,,10.1371/journal.pone.0351075,Heterogeneous associations of socioeconomic status with metabolic disease in racial and ethnic subgroups in the United States: A cross-sectional cohort study in NHANES and All Of Us.,2026,no,exclude_title:cross_sectional
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13343054,PMC13343054,,10.1136/bmjopen-2026-116572,"Clinical, procedural and patient-reported outcomes of the Ultimaster Nagomi sirolimus-eluting coronary stent in complex percutaneous coronary intervention: the NAGOMI COMPLEX prospective cohort study protocol.",2026 Jul 7,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13343042,PMC13343042,,10.1136/bmjopen-2025-112641,Income level and the risk of incident dementia among adults aged ≥50 with newly diagnosed type 2 diabetes: a population-based cohort study using the NHIS-Senior database in South Korea.,2026 Jul 6,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13343087,PMC13343087,,10.1136/bmjopen-2025-113148,"Understanding the impact of the follow-up period on the association between excess body weight, and cardiovascular events and mortality: a prospective cohort study of the UK Biobank.",2026 Jul 3,no,requires_full_text_screen
